序号,汉字,拆解,细节说明,初检,拆几个
4918,舷,舟，玄,,ok,2
4919,龛,合，龙,,ok,2
4920,翎,令，羽,,ok,2
4921,脬,月，孚,,ok,2
4922,脘,月，完,,ok,2
4923,脲,月，尿,,ok,2
4924,匐,勹，畐,,ok,2
4925,猗,犭，奇,,ok,2
4926,猡,犭，罗,,ok,2
4927,猞,犭，舍,,ok,2
4928,猝,犭，卒,,ok,2
4929,斛,角，斗,,ok,2
4930,猕,犭，弥,,ok,2
4931,馗,九，首,,ok,2
4932,馃,饣，果,,ok,2
4933,馄,饣，昆,,ok,2
4934,鸾（鸞）,䜌，鸟,,ok,2
4935,孰,享，丸,,ok,2
4936,庹,庶s，尺,,省,2
4937,庾,广，臾,,ok,2
4938,痔,疒，寺,,ok,2
4939,痍,疒，夷,,ok,2
4940,疵,疒，此,,ok,2
4941,翊,立，羽,,ok,2
4942,旌,㫃，生,,ok,2
4943,旎,㫃，尼,,ok,2
4944,袤,衣，矛,,ok,2
4945,阇,门，者,,ok,2
4946,阈,门，或,,ok,2
4947,阉,门，奄,,ok,2
4948,阊,门，昌,,ok,2
4949,阋,门，兒,,ok,2
4950,阍,门，昏,,ok,2
4951,阏,门，於,,ok,2
4952,羟（羥）,羊，巠,,古,2
4953,粝,米，厉,,ok,2
4954,粕,米，白,,ok,2
4955,敝,㡀，攵,,ok,2
4956,焐,火，吾,,ok,2
4957,烯,火，希,,ok,2
4958,焓,火，含,,ok,2
4959,烽,火，夆,,ok,2
4960,焖,火，闷,,ok,2
4961,烷,火，完,,ok,2
4962,焗,火，局,,ok,2
4963,渍,氵，责,,ok,2
4964,渚,氵，者,,ok,2
4965,淇,氵，其,,ok,2
4966,淅,氵，析,,ok,2
4967,淞,氵，松,,ok,2
4968,渎,氵，卖,,ok,2
4969,涿,氵，豖,,ok,2
4970,淖,氵，卓,,ok,2
4971,挲,沙，手,,ok,2
4972,淠,氵，畀,,ok,2
4973,涸,氵，固,,ok,2
4974,渑,氵，黾,,ok,2
4975,淦,氵，金,,ok,2
4976,淝,氵，肥,,ok,2
4977,淬,氵，卒,,ok,2
4978,涪,氵，咅,,ok,2
4979,淙,氵，宗,,ok,2
4980,涫,氵，官,,ok,2
4981,渌,氵，录,,ok,2
4982,淄,氵，甾,,ok,2
4983,惬（愜）,忄，匧,,古,2
4984,悻,忄，幸,,ok,2
4985,悱,忄，非,,ok,2
4986,惝,忄，尚,,ok,2
4987,惘,忄，罔,,ok,2
4988,悸,忄，季,,ok,2
4989,惆,忄，周,,ok,2
4990,惚,忄，忽,,ok,2
4991,惇,忄，享,,ok,2
4992,惮,忄，单,,ok,2
4993,窕,穴，兆,,ok,2
4994,谌,讠，甚,,ok,2
4995,谏,讠，柬,,ok,2
4996,扈,户，邑,,ok,2
4997,皲,军，皮,,ok,2
4998,谑,讠，虐,,ok,2
4999,裆,衤，当,,ok,2
5000,袷,衤，合,,ok,2
5001,裉,衤，艮,,ok,2
5002,谒,讠，曷,,ok,2
5003,谔,讠，咢,,ok,2
5004,谕,讠，俞,,ok,2
5005,谖,讠，爰,,ok,2
5006,谗（讒）,讠，毚,,古,2
5007,谙,讠，音,,ok,2
5008,谛,讠，帝,,ok,2
5009,谝,讠，扁,,ok,2
5010,逯,录，辶,,ok,2
5011,郿,眉，阝,,ok,2
5012,隈,阝，畏,,ok,2
5013,粜,出，米,,ok,2
5014,隍,阝，皇,,ok,2
5015,隗,阝，鬼,,ok,2
5016,婧,女，青,,ok,2
5017,婊,女，表,,ok,2
5018,婕,女，疌,,ok,2
5019,娼,女，昌,,ok,2
5020,婢,女，卑,,ok,2
5021,婵,女，单,,ok,2
5022,胬,奴，肉,,ok,2
5023,袈,加，衣,,ok,2
5024,翌,羽，立,,ok,2
5025,恿,甬，心,,ok,2
5026,欸,矣，欠,,ok,2
5027,绫,纟，夌,,ok,2
5028,骐,马，其,,ok,2
5029,绮,纟，奇,,ok,2
5030,绯,纟，非,,ok,2
5031,绱,纟，尚,,ok,2
5032,骒,马，果,,ok,2
5033,绲,纟，昆,,ok,2
5034,骓,马，隹,,ok,2
5035,绶,纟，受,,ok,2
5036,绺,纟，咎,,ok,2
5037,绻,纟，卷,,ok,2
5038,绾,纟，官,,ok,2
5039,骖,马，参,,ok,2
5040,缁,纟，甾,,ok,2
5041,耠,耒，合,,ok,2
5042,琫,王，奉,,ok,2
5043,琵,王，王，比,,ok,3
5044,琶,王，王，巴,,ok,3
5045,琪,王，其,,ok,2
5046,瑛,王，英,,ok,2
5047,琦,王，奇,,ok,2
5048,琥,王，虎,,ok,2
5049,琨,王，昆,,ok,2
5050,靓,青，见,,ok,2
5051,琰,王，炎,,ok,2
5052,琮,王，宗,,ok,2
5053,琯,王，官,,ok,2
5054,琬,王，宛,,ok,2
5055,琛,王，罙,,ok,2
5056,琚,王，居,,ok,2
5057,辇,夫，夫，车,,ok,3
5058,鼋,元，黾,,ok,2
5059,揳,扌，契,,ok,2
5060,堞,土，枼,,ok,2
5061,搽,扌，茶,,ok,2
5062,揸,扌，查,,ok,2
5063,揠,扌，匽,,ok,2
5064,堙,土，垔,,ok,2
5065,趄,走，且,,ok,2
5066,揖,扌，咠,,ok,2
5067,颉,吉，页,,ok,2
5068,塄,土，罒，方,,ok,3
5069,揿,扌，钦,,ok,2
5070,耋,老，至,,ok,2
5071,揄,扌，俞,,ok,2
5072,蛩,巩，虫,,ok,2
5073,蛰,执，虫,,ok,2
5074,塆,土，弯,,ok,2
5075,摒,扌，屏,,ok,2
5076,揆,扌，癸,,ok,2
5077,掾,扌，彖,,ok,2
5078,聒,耳，舌,,ok,2
5079,葑,艹，封,,ok,2
5080,葚,艹，甚,,ok,2
5081,靰,革，兀,,ok,2
5082,靸,革，及,,ok,2
5083,葳,艹，威,,ok,2
5084,葺,艹，咠,,ok,2
5085,葸,艹，思,,ok,2
5086,萼,艹，咢,,ok,2
5087,葆,艹，保,,ok,2
5088,葩,艹，白，巴,,ok,3
5089,葶,艹，亭,,ok,2
5090,蒌,艹，娄,,ok,2
5091,萱,艹，宣,,ok,2
5092,戟,𠦝，戈,,ok,2
5093,葭,艹，叚,,ok,2
5094,楮,木，者,,ok,2
5095,棼,林，分,,ok,2
5096,椟,木，卖,,ok,2
5097,棹,木，卓,,ok,2
5098,椤,木，罗,,ok,2
5099,棰,木，垂,,ok,2
5100,赍（齎）,齊，贝,,古,2
5101,椋,木，京,,ok,2
5102,椁,木，享,,ok,2
5103,椪,木，並,,ok,2
5104,棣,木，隶,,ok,2
5105,椐,木，居,,ok,2
5106,鹁,孛，鸟,,ok,2
5107,覃,覀，早,,ok,2
5108,酤,酉，古,,ok,2
5109,酢,酉，乍,,ok,2
5110,酡,酉，它,,ok,2
5111,鹂,丽，鸟,,ok,2
5112,厥,厂，屰，欠,,ok,3
5113,殚,歹，单,,ok,2
5114,殛,歹，亟,,ok,2
5115,雯,雨，文,,ok,2
5116,雱,雨，方,,ok,2
5117,辊,车，昆,,ok,2
5118,辋,车，罔,,ok,2
5119,椠,斩，木,,ok,2
5120,辍,车，叕,,ok,2
5121,辎,车，甾,,ok,2
5122,斐,非，文,,ok,2
5123,睄,目，肖,,ok,2
5124,睑,目，佥,,ok,2
5125,睇,目，弟,,ok,2
5126,睃,目，夋,,ok,2
5127,戢,咠，戈,,ok,2
5128,喋,口，枼,,ok,2
5129,嗒,口，荅,,ok,2
5130,喃,口，南,,ok,2
5131,喱,口，厘,,ok,2
5132,喹,口，奎,,ok,2
5133,晷,日，咎,,ok,2
5134,喈,口，皆,,ok,2
5135,跖,⻊，石,,ok,2
5136,跗,⻊，付,,ok,2
5137,跞,⻊，乐,,ok,2
5138,跚,⻊，册,,ok,2
5139,跎,⻊，它,,ok,2
5140,跏,⻊，加,,ok,2
5141,跆,⻊，台,,ok,2
5142,蛱,虫，夹,,ok,2
5143,蛲,虫，尧,,ok,2
5144,蛭,虫，至,,ok,2
5145,蛳,虫，师,,ok,2
5146,蛐,虫，曲,,ok,2
5147,蛔,虫，回,,ok,2
5148,蛞,虫，舌,,ok,2
5149,蛴,虫，齐,,ok,2
5150,蛟,虫，交,,ok,2
5151,蛘,虫，羊,,ok,2
5152,喁,口，禺,,ok,2
5153,喟,口，胃,,ok,2
5154,啾,口，秋,,ok,2
5155,嗖,口，叟,,ok,2
5156,喑,口，音,,ok,2
5157,嗟,口，差,,ok,2
5158,喽,口，娄,,ok,2
5159,嗞,口，兹,,ok,2
5160,喀,口，客,,ok,2
5161,喔,口，屋,,ok,2
5162,喙,口，彖,,ok,2
5163,嵘,山，荣,,ok,2
5164,嵖,山，查,,ok,2
5165,崴,山，威,,ok,2
5166,遄,耑，辶,,ok,2
5167,詈,罒，言,,ok,2
5168,嵎,山，禺,,ok,2
5169,崽,山，思,,ok,2
5170,嵬,山，鬼,,ok,2
5171,嵛,山，俞,,ok,2
5172,嵯,山，差,,ok,2
5173,嵝,山，娄,,ok,2
5174,嵫,山，兹,,ok,2
5175,幄,巾，屋,,ok,2
5176,嵋,山，眉,,ok,2
5177,赕,贝，炎,,ok,2
5178,铻,钅，吾,,ok,2
5179,铼,钅，来,,ok,2
5180,铿,钅，坚,,ok,2
5181,锃,钅，呈,,ok,2
5182,锂,钅，里,,ok,2
5183,锆,钅，告,,ok,2
5184,锇,钅，我,,ok,2
5185,锉,钅，坐,,ok,2
5186,锏,钅，间,,ok,2
5187,锑,钅，弟,,ok,2
5188,锒,钅，良,,ok,2
5189,锔,钅，局,,ok,2
5190,锕,钅，阿,,ok,2
5191,掣,制，手,,ok,2
5192,矬,矢，坐,,ok,2
5193,氰,气，青,,ok,2
5194,毳,毛，毛，毛,,ok,3
5195,毽,毛，建,,ok,2
5196,犊,牜，卖,,ok,2
5197,犄,牜，奇,,ok,2
5198,犋,牜，具,,ok,2
5199,鹄,告，鸟,,ok,2
5200,犍,牜，建,,ok,2
5201,嵇,禾，尤，山,,ok,3
5202,黍,禾，人，氺,,ok,3
5203,稃,禾，孚,,ok,2
5204,稂,禾，良,,ok,2
5205,筚,⺮，毕,,ok,2
5206,筵,⺮，延,,ok,2
5207,筌,⺮，全,,ok,2
5208,傣,亻，泰,,ok,2
5209,傈,亻，栗,,ok,2
5210,舄,臼，勹，灬,,ok,3
5211,牍,片，卖,,ok,2
5212,傥,亻，党,,ok,2
5213,傧,亻，宾,,ok,2
5214,遑,皇，辶,,ok,2
5215,傩,亻，难,,ok,2
5216,遁,盾，辶,,ok,2
5217,徨,彳，皇,,ok,2
5218,媭,须，女,,ok,2
5219,畲,佘，田,,ok,2
5220,弑,杀，式,,ok,2
5221,颌,合，页,,ok,2
5222,翕,合，羽,,ok,2
5223,釉,釆，由,,ok,2
5224,鹆,谷，鸟,,ok,2
5225,舜,爫，冖，舛,,ok,3
5226,貂,豸，召,,ok,2
5227,腈,月，青,,ok,2
5228,腌,月，奄,,ok,2
5229,腓,月，非,,ok,2
5230,腆,月，典,,ok,2
5231,腴,月，臾,,ok,2
5232,腑,月，府,,ok,2
5233,腚,月，定,,ok,2
5234,腱,月，建,,ok,2
5235,鱿,鱼，尤,,ok,2
5236,鲀,鱼，屯,,ok,2
5237,鲂,鱼，方,,ok,2
5238,颍,匕，水，页,,ok,3
5239,猢,犭，胡,,ok,2
5240,猹,犭，查,,ok,2
5241,猥,犭，畏,,ok,2
5242,飓,风，具,,ok,2
5243,觞（觴）,角，𠂉，昜,,ok,3
5244,觚,角，瓜,,ok,2
5245,猱,犭，柔,,ok,2
5246,颎,匕，火，页,,ok,3
5247,飧,夕，食,,ok,2
5248,馇,饣，查,,ok,2
5249,馊,饣，叟,,ok,2
5250,亵,衣，执,,ok,2
5251,脔（臠）,䜌，肉,,ok,2
5252,裒,衣，臼,,ok,2
5253,痣,疒，志,,ok,2
5254,痨,疒，劳,,ok,2
5255,痦,疒，吾,,ok,2
5256,痞,疒，否,,ok,2
5257,痤,疒，坐,,ok,2
5258,痫,疒，闲,,ok,2
5259,痧,疒，沙,,ok,2
5260,赓,庚，贝,,ok,2
5261,竦,立，束,,ok,2
5262,瓿,咅，瓦,,ok,2
5263,啻,帝，口,,ok,2
5264,颏,亥，页,,ok,2
5265,鹇,闲，鸟,,ok,2
5266,阑,门，柬,,ok,2
5267,阒,门，目，犬,,ok,3
5268,阕,门，癸,,ok,2
5269,粞,米，西,,ok,2
5270,遒,酋，辶,,ok,2
5271,孳,兹，子,,ok,2
5272,焯,火，卓,,ok,2
5273,焜,火，昆,,ok,2
5274,焙,火，咅,,ok,2
5275,焱,火，火，火,,ok,3
5276,鹈,弟，鸟,,ok,2
5277,湛,氵，甚,,ok,2
5278,渫,氵，枼,,ok,2
5279,湮,氵，垔,,ok,2
5280,湎,氵，面,,ok,2
5281,湜,氵，是,,ok,2
5282,渭,氵，胃,,ok,2
5283,湍,氵，耑,,ok,2
5284,湫,氵，秋,,ok,2
5285,溲,氵，叟,,ok,2
5286,湟,氵，皇,,ok,2
5287,溆,氵，叙,,ok,2
5288,湲,氵，爰,,ok,2
5289,湔,氵，前,,ok,2
5290,湉,氵，恬,,ok,2
5291,渥,氵，屋,,ok,2
5292,湄,氵，眉,,ok,2
5293,滁,氵，除,,ok,2
5294,愠,忄，昷,,ok,2
5295,惺,忄，星,,ok,2
5296,愦,忄，贵,,ok,2
5297,惴,忄，耑,,ok,2
5298,愀,忄，秋,,ok,2
5299,愎,忄，复,,ok,2
5300,愔,忄，音,,ok,2
5301,喾,⺍，冖，告,,ok,3
5302,寐,宀，爿，未,,ok,3
5303,谟,讠，莫,,ok,2
5304,扉,户，非,,ok,2
5305,裢,衤，连,,ok,2
5306,裎,衤，呈,,ok,2
5307,裥,衤，间,,ok,2
5308,祾,礻，夌,,ok,2
5309,祺,礻，其,,ok,2
5310,谠,讠，党,,ok,2
5311,幂,冖，日，大，巾,,ok,4
5312,谡,讠，畟,,ok,2
5313,谥,讠，益,,ok,2
5314,谧,讠，必，皿,,ok,3
5315,遐,叚，辶,,ok,2
5316,孱,尸，子，子，子,,ok,4
5317,弼,弜，百,,ok,2
5318,巽,巳，巳，共,,ok,3
5319,骘,陟，马,,ok,2
5320,媪,女，昷,,ok,2
5321,媛,女，爰,,ok,2
5322,婷,女，亭,,ok,2
5323,巯（巰）,巠，㐬,,ok,2
5324,翚,羽，冖，车,,ok,3
5325,皴,夋，皮,,ok,2
5326,婺,敄，女,,ok,2
5327,骛,敄，马,,ok,2
5328,缂,纟，革,,ok,2
5329,缃,纟，相,,ok,2
5330,缄,纟，咸,,ok,2
5331,彘,彑，匕，矢，匕,,ok,4
5332,缇,纟，是,,ok,2
5333,缈,纟，眇,,ok,2
5334,缌,纟，思,,ok,2
5335,缑,纟，侯,,ok,2
5336,缒,纟，追,,ok,2
5337,缗,纟，民，日,,ok,3
5338,飨,乡，食,,ok,2
5339,耢,耒，劳,,ok,2
5340,瑚,王，胡,,ok,2
5341,瑁,王，冒,,ok,2
5342,瑜,王，俞,,ok,2
5343,瑗,王，爰,,ok,2
5344,瑄,王，宣,,ok,2
5345,瑕,王，叚,,ok,2
5346,遨,敖，辶,,ok,2
5347,骜,敖，马,,ok,2
5348,韫,韦，昷,,ok,2
5349,髡,髟，兀,,ok,2
5350,塬,土，原,,ok,2
5351,鄢,焉，阝,,ok,2
5352,趔,走，列,,ok,2
5353,趑,走，次,,ok,2
5354,摅,扌，虑,,ok,2
5355,摁,扌，虑,,ok,2
5356,蜇,折，虫,,ok,2
5357,搋,扌，虒,,ok,2
5358,搪,扌，唐,,ok,2
5359,搐,扌，畜,,ok,2
5360,搛,扌，兼,,ok,2
5361,搠,扌，朔,,ok,2
5362,摈,扌，宾,,ok,2
5363,彀,士，冖，一，弓，殳,,ok,5
5364,毂,士，冖，车，殳,,ok,4
5365,搦,扌，弱,,ok,2
5366,搡,扌，桑,,ok,2
5367,蓁,艹，秦,,ok,2
5368,戡,甚，戈,,ok,2
5369,蓍,艹，耆,,ok,2
5370,鄞,堇，阝,,ok,2
5371,靳,革，斤,,ok,2
5372,蓐,艹，辱,,ok,2
5373,蓦,莫，马,,ok,2
5374,鹋,苗，鸟,,ok,2
5375,蒽,艹，恩,,ok,2
5376,蓓,艹，倍,,ok,2
5377,蓖,艹，囟，比,,ok,2
5378,蓊,艹，翁,,ok,2
5379,蒯,艹，朋，刂,,ok,3
5380,蓟,艹，鱼，刂,,ok,3
5381,蓑,艹，衰,,ok,2
5382,蒿,艹，高,,ok,2
5383,蒺,艹，疾,,ok,2
5384,蓠,艹，离,,ok,2
5385,蒟,艹，立，句,,ok,3
5386,蒡,艹，旁,,ok,2
5387,蒹,艹，兼,,ok,2
5388,蒴,艹，朔,,ok,2
5389,蒗,艹，浪,,ok,2
5390,蓥（鎣）,𤇾，金,,古,2
5391,颐,𦣝b，页,,变,2
5392,楔,木，契,,ok,2
5393,楠,木，南,,ok,2
5394,楂,木，查,,ok,2
5395,楝,木，柬,,ok,2
5396,楫,木，咠,,ok,2
5397,楸,木，秋,,ok,2
5398,椴,木，段,,ok,2
5399,槌,木，追,,ok,2
5400,楯,木，盾,,ok,2
5401,皙,析，日,,ok,2
5402,榈,木，闾,,ok,2
5403,槎,木，差,,ok,2
5404,榉,木，举,,ok,2
5405,楦,木，宣,,ok,2
5406,楣,木，眉,,ok,2
5407,楹,木，盈,,ok,2
5408,椽,木，彖,,ok,2
5409,裘,求，衣,,ok,2
5410,剽,票，刂,,ok,2
5411,甄,垔，瓦,,ok,2
5412,酮,酉，同,,ok,2
5413,酰,酉，先,,ok,2
5414,酯,酉，旨,,ok,2
5415,酩,酉，名,,ok,2
5416,蜃,辰，虫,,ok,2
5417,碛,石，责,,ok,2
5418,碓,石，隹,,ok,2
5419,硼,石，朋,,ok,2
5420,碉,石，周,,ok,2
5421,碚,石，咅,,ok,2
5422,碇,石，定,,ok,2
5423,碜,石，参,,ok,2
5424,鹌,奄，鸟,,ok,2
5425,辏,车，奏,,ok,2
5426,龃,齿，且,,ok,2
5427,龅,齿，包,,ok,2
5428,訾,此，言,,ok,2
5429,粲,歺，又，米,,ok,3
5430,虞,虍，吴,,ok,2
5431,睚,目，厓,,ok,2
5432,嗪,口，秦,,ok,2
5433,韪,是，韦,,ok,2
5434,嗷,口，敖,,ok,2
5435,嗉,口，素,,ok,2
5436,睨,目，兒,,ok,2
5437,睢,目，隹,,ok,2
5438,雎,且，隹,,ok,2
5439,睥,目，卑,,ok,2
5440,嘟,口，都,,ok,2
5441,嗑,口，盍,,ok,2
5442,嗫,口，聂,,ok,2
5443,嗬,口，荷,,ok,2
5444,嗔,口，真,,ok,2
5445,嗝,口，鬲,,ok,2
5446,戥,星，戈,,ok,2
5447,嗄,口，夏,,ok,2
5448,煦,昫，灬,,ok,2
5449,暄,日，宣,,ok,2
5450,遢,曰，羽，辶,,ok,3
5451,暌,日，癸,,ok,2
5452,跬,⻊，圭,,ok,2
5453,跶,⻊，达,,ok,2
5454,跸,⻊，毕,,ok,2
5455,跐,⻊，此,,ok,2
5456,跣,⻊，先,,ok,2
5457,跹,⻊，迁,,ok,2
5458,跻,⻊，齐,,ok,2
5459,蛸,虫，肖,,ok,2
5460,蜊,虫，利,,ok,2
5461,蜍,虫，余,,ok,2
5462,蜉,虫，孚,,ok,2
5463,蜣,虫，羌,,ok,2
5464,畹,田，宛,,ok,2
5465,蛹,虫，甬,,ok,2
5466,嗣,口，冊b，司,,变,3
5467,嗯,口，恩,,ok,2
5468,嗥,口，皋,,ok,2
5469,嗲,口，爹,,ok,2
5470,嗳,口，爱,,ok,2
5471,嗌,口，益,,ok,2
5472,嗍,口，朔,,ok,2
5473,嗨,口，海,,ok,2
5474,嗐,口，害,,ok,2
5475,嗤,口，蚩,,ok,2
5476,嗵,口，通,,ok,2
5477,罨,罒，奄,,ok,2
5478,嵊,山，乘,,ok,2
5479,嵩,山，高,,ok,2
5480,嵴,山，脊,,ok,2
5481,骰,骨，殳,,ok,2
5482,锗,钅，者,,ok,2
5483,锛,钅，奔,,ok,2
5484,锜,钅，奇,,ok,2
5485,锝,钅，㝵,,ok,2
5486,锞,钅，果,,ok,2
5487,锟,钅，昆,,ok,2
5488,锢,钅，固,,ok,2
5489,锨,钅，欣,,ok,2
5490,锩,钅，卷,,ok,2
5491,锭,钅，定,,ok,2
5492,锱,钅，甾,,ok,2
5493,雉,矢，隹,,ok,2
5494,氲,气，昷,,ok,2
5495,犏,牜，扁,,ok,2
5496,歃,臿，欠,,ok,2
5497,稞,禾，果,,ok,2
5498,稗,禾，卑,,ok,2
5499,稔,禾，念,,ok,2
5500,筠,⺮，均,,ok,2
5501,筢,⺮，把,,ok,2
5502,筮,⺮，巫,,ok,2
5503,筲,⺮，肖,,ok,2
5504,筱,⺮，攸,,ok,2
5505,牒,片，枼,,ok,2
5506,煲,保，火,,ok,2
5507,敫,白，方，攵,,ok,3
5508,徭,彳，䍃,,ok,2
5509,愆,衍，心,,ok,2
5510,艄,舟，肖,,ok,2
5511,觎,俞，见,,ok,2
5512,毹,俞，毛,,ok,2
5513,貊,豸，百,,ok,2
5514,貅,豸，休,,ok,2
5515,貉,豸，各,,ok,2
5516,颔,含，页,,ok,2
5517,腠,月，奏,,ok,2
5518,腩,月，南,,ok,2
5519,腼,月，面,,ok,2
5520,腭,月，咢,,ok,2
5521,腧,月，俞,,ok,2
5522,塍,月，龹，土,,ok,3
5523,媵,月，龹，女,,ok,3
5524,詹,厃，八，言,,ok,3
5525,鲅,鱼，犮,,ok,2
5526,鲆,鱼，平,,ok,2
5527,鲇,鱼，占,,ok,2
5528,鲈,鱼，卢,,ok,2
5529,稣,鱼，禾,,ok,2
5530,鲋,鱼，付,,ok,2
5531,鲐,鱼，台,,ok,2
5532,肄,匕，矢，聿,,ok,3
5533,鹐,臽，鸟,,ok,2
5534,飕,风，叟,,ok,2
5535,觥,角，光,,ok,2
5536,遛,留，辶,,ok,2
5537,馐,饣，羞,,ok,2
5538,鹑,享，鸟,,ok,2
5539,亶,亠，回，旦,,ok,3
5540,瘃,疒，豕,,ok,2
5541,痱,疒，非,,ok,2
5542,痼,疒，固,,ok,2
5543,痿,疒，委,,ok,2
5544,瘐,疒，臾,,ok,2
5545,瘁,疒，卒,,ok,2
5546,瘆,疒，参,,ok,2
5547,麂,鹿，几,,ok,2
5548,裔,衣，冏,,ok,2
5549,歆,音，欠,,ok,2
5550,旒,㫃，㐬,,ok,2
5551,雍,亠，乡，隹,,ok,2
5552,阖,门，盍,,ok,2
5553,阗,门，真,,ok,2
5554,阙,门，屰，欠,,ok,3
5555,羧,羊，夋,,ok,2
5556,豢,龹，豕,,ok,2
5557,粳,米，更,,ok,2
5558,猷,酋，犬,,ok,2
5559,煳,火，胡,,ok,2
5560,煜,火，昱,,ok,2
5561,煨,火，畏,,ok,2
5562,煅,火，段,,ok,2
5563,煊,火，宣,,ok,2
5564,煸,火，扁,,ok,2
5565,煺,火，退,,ok,2
5566,滟,氵，艳,,ok,2
5567,溱,氵，秦,,ok,2
5568,溘,氵，盍,,ok,2
5569,漭,氵，莽,,ok,2
5570,滢,氵，莹,,ok,2
5571,溥,氵，尃,,ok,2
5572,溧,氵，栗,,ok,2
5573,溽,氵，辱,,ok,2
5574,裟,沙，衣,,ok,2
5575,溻,氵，日，羽,,ok,3
5576,溷,氵，圂,,ok,2
5577,滗,氵，笔,,ok,2
5578,滫,氵，脩,,ok,2
5579,溴,氵，臭,,ok,2
5580,滏,氵，釜,,ok,2
5581,滃,氵，翁,,ok,2
5582,滦,氵，栾,,ok,2
5583,溏,氵，唐,,ok,2
5584,滂,氵，旁,,ok,2
5585,滓,氵，宰,,ok,2
5586,溟,氵，冥,,ok,2
5587,滪,氵，预,,ok,2
5588,愫,忄，素,,ok,2
5589,慑,忄，聂,,ok,2
5590,慊,忄，兼,,ok,2
5591,鲎,⺍，冖，鱼,,ok,3
5592,骞,寒s，马,,省,2
5593,窦,穴，卖,,ok,2
5594,窠,穴，果,,ok,2
5595,窣,穴，卒,,ok,2
5596,裱,衤，表,,ok,2
5597,褚,衤，者,,ok,2
5598,裨,衤，卑,,ok,2
5599,裾,衤，居,,ok,2
5600,裰,衤，叕,,ok,2
5601,禊,衤，契,,ok,2
5602,谩,讠，曼,,ok,2
5603,谪,讠，啇,,ok,2
5604,媾,女，冓,,ok,2
5605,嫫,女，莫,,ok,2
5606,媲,女，囟，比,,ok,3
5607,嫒,女，爱,,ok,2
5608,嫔,女，宾,,ok,2
5609,媸,女，蚩,,ok,2
5610,缙,纟，晋,,ok,2
5611,缜,纟，真,,ok,2
5612,缛,纟，辱,,ok,2
5613,辔,纟，车，纟，口,,ok,4
5614,骝,马，留,,ok,2
5615,缟,纟，高,,ok,2
5616,缡,纟，离,,ok,2
5617,缢,纟，益,,ok,2
5618,缣,纟，兼,,ok,2
5619,骟,马，扇,,ok,2
5620,耥,耒，尚,,ok,2
5621,璈,王，敖,,ok,2
5622,瑶,王，䍃,,ok,2
5623,瑭,王，唐,,ok,2
5624,獒,敖，犬,,ok,2
5625,觏,冓，见,,ok,2
5626,慝,匿，心,,ok,2
5627,嫠,未，攵，厂，女,,ok,4
5628,韬,韦，舀,,ok,2
5629,叆,云，爱,,ok,2
5630,髦,髟，毛,,ok,2
5631,摽,扌，票,,ok,2
5632,墁,土，曼,,ok,2
5633,撂,扌，田，各,,ok,3
5634,摞,扌，累,,ok,2
5635,撄,扌，婴,,ok,2
5636,翥,者，羽,,ok,2
5637,踅,折，足,,ok,2
5638,摭,扌，庶,,ok,2
5639,墉,土，庸,,ok,2
5640,墒,土，商,,ok,2
5641,榖,士，冖，一，木，殳,,ok,5
5642,綦,其，糸,,ok,2
5643,蔫,艹，焉,,ok,2
5644,蔷,艹，啬,,ok,2
5645,靺,革，末,,ok,2
5646,靼,革，旦,,ok,2
5647,鞅,革，央,,ok,2
5648,靿,革，幼,,ok,2
5649,甍,艹，罒，冖，瓦,,ok,4
5650,蔸,艹，兜,,ok,2
5651,蔟,艹，族,,ok,2
5652,蔺,艹，门，隹,,ok,3
5653,戬,晋，戈,,ok,2
5654,蕖,艹，渠,,ok,2
5655,蔻,艹，寇,,ok,2
5656,蓿,艹，宿,,ok,2
5657,斡,倝，斗,,ok,2
5658,鹕,胡，鸟,,ok,2
5659,蓼,艹，翏,,ok,2
5660,榛,木，秦,,ok,2
5661,榧,木，匪,,ok,2
5662,榻,木，日，羽,,ok,3
5663,榫,木，隼,,ok,2
5664,榭,木，射,,ok,2
5665,槔,木，皋,,ok,2
5666,榱,木，衰,,ok,2
5667,槁,木，高,,ok,2
5668,槟,木，宾,,ok,2
5669,槠,木，诸,,ok,2
5670,榷,木，隺,,ok,2
5671,僰,棘，人,,ok,2
5672,酽,酉，严,,ok,2
5673,酶,酉，每,,ok,2
5674,酹,酉，寽,,ok,2
5675,厮,厂，斯,,ok,2
5676,碡,石，毒,,ok,2
5677,碴,石，查,,ok,2
5678,碣,石，曷,,ok,2
5679,碲,石，帝,,ok,2
5680,磋,石，差,,ok,2
5681,臧,臧,,ok,1
5682,豨,豕，希,,ok,2
5683,殡,歹，宾,,ok,2
5684,霆,雨，廷,,ok,2
5685,霁,雨，齐,,ok,2
5686,辕,车，袁,,ok,2
5687,蜚,非，虫,,ok,2
5688,裴,非，衣,,ok,2
5689,翡,非，羽,,ok,2
5690,龇,齿，此,,ok,2
5691,龈,齿，艮,,ok,2
5692,睿,睿,,ok,1
5693,䁖,目，娄,,ok,2
5694,睽,目，癸,,ok,2
5695,嘞,口，勒,,ok,2
5696,嘈,口，曹,,ok,2
5697,嘌,口，票,,ok,2
5698,嘁,口，戚,,ok,2
5699,嘎,口，戛,,ok,2
5700,暧,日，爱,,ok,2
5701,暝,日，冥,,ok,2
5702,踌,⻊，寿,,ok,2
5703,踉,⻊，良,,ok,2
